tip.name	current.accepted.name	duplicated
Solanum_haematocladum	Solanum_rhytidoandrum	yes
Solanum_haitense	Lycianthes_sp	yes
Solanum_heterophyllum	Solanum_diversifolium	yes
Solanum_hirsutissimum	Solanum_pectinatum	yes
Solanum_huallagense	Solanum_mite	yes
Solanum_huitlanum	Solanum_candidum	yes
Solanum_hunzikeri	Solanum_hunzikeri	no
Solanum_hydroides	Solanum_hydroides	no
Solanum_hypiodes	Solanum_venosum	yes
Solanum_hypodischroum	Solanum_mesopliarthrum	yes
Solanum_hypomalacophyllum	Solanum_oblongifolium	yes
Solanum_iraniense	Solanum_cylindricum	yes
Solanum_jasminifolium	Solanum_viscosissimum	yes
Solanum_jelskii	Lycianthes_jelskii	yes
Solanum_jubeba	Solanum_paniculatum	yes
Solanum_juripeba	Solanum_subinerme	yes
Solanum_krauseanum	Solanum_valdiviense	yes
Solanum_labyrinthinum	Solanum_labyrinthinum	no
Solanum_lanigerum	Solanum_subumbellatum	yes
Solanum_longepedunculatum	Lycianthes_sp.	yes
Solanum_macrodon	Lycianthes_biflora	yes
Solanum_macroscolum	Solanum_angustifolium	yes
Solanum_madrense	Solanum_ferrugineum	yes
Solanum_manoelii	Solanum_paniculatum	yes
Solanum_mariannae	Solanum_leptostachys	yes
Solanum_mariannense	Solanum_repandum	yes
Solanum_marmoratum	Solanum_marmoratum	no
Solanum_meloncillo	Solanum_juvenale	yes
Solanum_memaoyanum	Solanum_memaoyanum	no
Solanum_mitratum	Lycianthes_heteroclita	yes
Solanum_molestum	Solanum_hirtum	yes
Solanum_molinum	Solanum_lanceolatum	yes
Solanum_moricandii	Solanum_stagnale	yes
Solanum_nocturnum	Lycianthes_lenta	yes
Solanum_nudatum	Solanum_nudatum	no
Solanum_ochraceoferrugineum	Solanum_rudepannum	yes
Solanum_orientale	Solanum_oocarpum	yes
Solanum_ovandense	Solanum_appendiculatum	yes
Solanum_patameense	Solanum_viride	yes
Solanum_peckii	Witheringia_solanacea	yes
Solanum_pedunculare	Lycianthes_moziniana	yes
Solanum_pelliceum	Solanum_velleum	yes
Solanum_phyllanthum	Solanum_montanum	yes
Solanum_physalidicalyx	Solanum_tweedianum	yes
Solanum_poeppigianum	Solanum_valdiviense	yes
Solanum_polyanthemum	Solanum_schimperianum	yes
Solanum_pseudomegalochiton	Solanum_megalochiton	yes
Solanum_pseudopedunculatum	Solanum_pseudopedunculatum	no
Solanum_pteropodum	Solanum_oblongifolium	yes
Solanum_pulchellum	Solanum_sinuatirecurvum	yes
Solanum_quercifolium	Solanum_tampicense	yes
Solanum_quinquangulare	Solanum_acerifolium	yes
Solanum_ratale	Solanum_ratale	no
Solanum_reflexum	Solanum_aculeatissimum	yes
Solanum_salviifolium	Solanum_gardneri	yes
Solanum_savaiense	Solanum_viride	yes
Solanum_schwackeanum	Solanum_schwackei	yes
Solanum_semisucculentum	Solanum_semisucculentum	no
Solanum_siparunoides	Solanum_aturense	yes
Solanum_sordidum	Solanum_subumbellatum	yes
Solanum_stellatum	Solanum_asperolanatum	yes
Solanum_styraciflorum	Solanum_artense	yes
Solanum_subcordatum	Solanum_megalonyx	yes
Solanum_subscandens	Solanum_cordifolium	yes
Solanum_subulatum	Solanum_schumannianum	yes
Solanum_symonianum	Lycianthes_sp.	yes
Solanum_tiinae	Solanum_tiinae	no
Solanum_torreyi	Solanum_dimidiatum	yes
Solanum_toxicarum	Solanum_stramoniifolium	yes
Solanum_tucumanense	Solanum_pseudocapsicum	yes
Solanum_tumo	Solanum_vestissimum	yes
Solanum_tweedieanum	Solanum_tweedianum	yes
Solanum_vagum	Solanum_giganteum	yes
Solanum_vanheurckii	Solanum_acanthodes	yes
Solanum_vanuatuense	Solanum_vanuatuense	no
Solanum_violaceistriatum	Solanum_polytrichostylum	yes
Solanum_virgatum	Solanum_gracile	yes
Solanum_vulpinum	Solanum_asperolanatum	yes
Solanum_williamsii	Solanum_velutinum	yes
Solanum_yapacaniense	Solanum_nemorense	yes
Solanum_auriculatum	Solanum_mauritianum	yes
Solanum_bipedicellatum	Solanum_gardneri	yes
Solanum_caelicola	Solanum_caelicolum	yes
Solanum_celebense	Solanum_celebense	no
Solanum_fragans	Solanum_diploconos	yes
Solanum_rubrum	Solanum_villosum	yes
Solanum_sancthae-catharinae	Solanum_sanctae-catharinae	no
Solanum_sancthae-marthae	Solanum_sancthae-marthae	no
